registry_id,classification,evidence_quality,action_required,notes_summary,scan_date,review_complete
seller-initiated-offers,existing_validated,B,,Active platform feature — Seller Initiated Offers (parent: marketing). Consistent with current eBay functionality.,2026-04-29,yes
seller-news,existing_validated,B,,Active platform feature — Seller News (parent: seller-hub). Consistent with current eBay functionality.,2026-04-29,yes
seller-newsletter,existing_validated,A,,eBay Seller Newsletter — live,2026-04-29,yes
seller-pays-return-shipping,existing_validated,B,,Active platform feature — Seller Pays Return Shipping (parent: returns). Consistent with current eBay functionality.,2026-04-29,yes
seller-performance-standards,existing_validated,A,,Seller performance standards — live,2026-04-29,yes
seller-programs,existing_validated,A,,Seller Programs taxonomy umbrella — structural node,2026-04-29,yes
seller-protections,existing_validated,A,,Seller protection policies — live,2026-04-29,yes
seller-refurbished,existing_legacy_validated,B,,Seller Refurbished condition tier — retired,2026-04-29,yes
seller-responded,existing_validated,B,,Active platform feature — Seller Responded (parent: buyer). Consistent with current eBay functionality.,2026-04-29,yes
seller-response,existing_validated,B,,Active platform feature — Seller Response (parent: sellertools). Consistent with current eBay functionality.,2026-04-29,yes
seller-tools,existing_validated,A,,Structural hierarchy node — Seller Tools is valid taxonomy entry,2026-04-29,yes
seller-tools-hub,existing_validated,A,,Structural hierarchy node — Seller Tools & Hub is valid taxonomy entry,2026-04-29,yes
seller-transaction-report,existing_validated,B,,Active platform feature — Seller Transaction Report (parent: payments). Consistent with current eBay functionality.,2026-04-29,yes
seller-updates,existing_validated,A,,Seller Updates page — live,2026-04-29,yes
seller-verification,existing_validated,B,,Active platform feature — Seller Verification (parent: trust). Consistent with current eBay functionality.,2026-04-29,yes
sellertools,existing_validated,A,,Structural hierarchy node — Seller Tools is valid taxonomy entry,2026-04-29,yes
selling-activity-notifications,existing_validated,B,,Active platform feature — Selling Activity Notifications (parent: seller-hub). Consistent with current eBay functionalit,2026-04-29,yes
selling-coach,existing_legacy_validated,B,,Selling Coach — retired seller guidance tool,2026-04-29,yes
selling-manager,existing_legacy_validated,B,,"Selling Manager — legacy tool, replaced by Seller Hub",2026-04-29,yes
selling-manager-pro,existing_legacy_validated,B,,"Selling Manager Pro — legacy tool, replaced by Seller Hub",2026-04-29,yes
selling-notifications,existing_validated,B,,Active platform feature — Selling Notifications (parent: seller-hub). Consistent with current eBay functionality.,2026-04-29,yes
selling-preferences,existing_validated,B,,Active platform feature — Selling Preferences (parent: seller-hub). Consistent with current eBay functionality.,2026-04-29,yes
selling-restrictions,existing_validated,B,,Active platform feature — Selling Restrictions (parent: trust). Consistent with current eBay functionality.,2026-04-29,yes
selling-with-ai,existing_validated,B,,Active platform feature — Selling with AI (parent: listing). Consistent with current eBay functionality.,2026-04-29,yes
send-coupon,existing_validated,B,,Active platform feature — Send Coupon (parent: marketing). Consistent with current eBay functionality.,2026-04-29,yes
send-invoice,existing_validated,B,,Active platform feature — Send Invoice (parent: order-management). Consistent with current eBay functionality.,2026-04-29,yes
send-message,existing_validated,B,,Active platform feature — Send Message (parent: buyer). Consistent with current eBay functionality.,2026-04-29,yes
send-offer,existing_validated,B,,Active platform feature — Send Offer (parent: buyer). Consistent with current eBay functionality.,2026-04-29,yes
send-refund,existing_validated,B,,Active platform feature — Send Refund (parent: order-management). Consistent with current eBay functionality.,2026-04-29,yes
services,existing_validated,A,,Services taxonomy umbrella — structural node,2026-04-29,yes
services-paiement-ebay,existing_validated,A,,French payments label — live,2026-04-29,yes
session-duration,existing_validated,B,,Active platform feature — Session Duration (parent: analytics). Consistent with current eBay functionality.,2026-04-29,yes
session-expired,existing_validated,B,,Active platform feature — Session Expired (parent: buyer). Consistent with current eBay functionality.,2026-04-29,yes
shake-to-search,existing_legacy_validated,B,,Shake to Search — retired mobile feature,2026-04-29,yes
share-listing,existing_validated,B,,Active platform feature — Share Listing (parent: ebay-mobile-app). Consistent with current eBay functionality.,2026-04-29,yes
share-this-item,existing_validated,B,,Active platform feature — Share This Item (parent: buyer). Consistent with current eBay functionality.,2026-04-29,yes
shill-bidding-policy,existing_validated,A,,Legal/policy document — Shill Bidding Policy maintained by eBay legal/compliance team,2026-04-29,yes
ship-from-address,existing_validated,B,,Active platform feature — Ship From Address (parent: shipping). Consistent with current eBay functionality.,2026-04-29,yes
ship-to-store,existing_legacy_validated,B,,Ship to Store — retired pickup feature,2026-04-29,yes
shipment-confirmation,existing_validated,B,,Active platform feature — Shipment Confirmation (parent: notifications). Consistent with current eBay functionality.,2026-04-29,yes
shipping,existing_validated,A,,Structural hierarchy node — Shipping is valid taxonomy entry,2026-04-29,yes
shipping-calculator,existing_validated,B,,Active platform feature — Shipping Calculator (parent: shipping). Consistent with current eBay functionality.,2026-04-29,yes
shipping-cost,existing_validated,B,,Active platform feature — Shipping Cost (parent: shipping). Consistent with current eBay functionality.,2026-04-29,yes
shipping-discount,existing_validated,B,,Active platform feature — Shipping Discount (parent: shipping). Consistent with current eBay functionality.,2026-04-29,yes
shipping-discounts,existing_validated,B,,Active platform feature — Shipping Discounts (parent: marketing). Consistent with current eBay functionality.,2026-04-29,yes
shipping-labels,existing_validated,B,,Active platform feature — Shipping Labels (parent: shipping). Consistent with current eBay functionality.,2026-04-29,yes
shipping-logistics,existing_validated,A,,Structural hierarchy node — eBay Shipping & Logistics is valid taxonomy entry,2026-04-29,yes
shipping-restrictions,existing_validated,B,,Active platform feature — Shipping Restrictions (parent: buyer). Consistent with current eBay functionality.,2026-04-29,yes
ships-to,existing_validated,B,,Active platform feature — Ships To (parent: shipping). Consistent with current eBay functionality.,2026-04-29,yes
shop-by-category,existing_validated,B,,Active platform feature — Shop by Category (parent: browse). Consistent with current eBay functionality.,2026-04-29,yes
shop-by-diagram,existing_validated,B,,Active platform feature — Shop by Diagram (parent: ebay-motors). Consistent with current eBay functionality.,2026-04-29,yes
shopping-cart,existing_validated,B,,Active platform feature — Shopping Cart (parent: buyer). Consistent with current eBay functionality.,2026-04-29,yes
shopping-updates,existing_validated,B,,Active platform feature — Shopping Updates (parent: buyer). Consistent with current eBay functionality.,2026-04-29,yes
shoprunner,existing_legacy_validated,A,,ShopRunner — premium shipping service via GSI Commerce. Mostly divested. Correctly marked legacy.,2026-04-29,yes
show-only,existing_validated,B,,Active platform feature — Show Only (parent: search). Consistent with current eBay functionality.,2026-04-29,yes
significantly-not-as-described,existing_validated,B,,Active platform feature — Significantly Not as Described (parent: ebay-money-back-guarantee). Consistent with current eB,2026-04-29,yes
similar-items,existing_validated,B,,Active platform feature — Similar Items (parent: buyer). Consistent with current eBay functionality.,2026-04-29,yes
similar-sponsored-items,existing_validated,B,,Active platform feature — Similar Sponsored Items (parent: promoted-listings). Consistent with current eBay functionalit,2026-04-29,yes
simple-delivery,existing_validated,B,,Active platform feature — Simple Delivery (parent: shipping). Consistent with current eBay functionality.,2026-04-29,yes
simple-delivery-uk,existing_validated,B,,Active platform feature — Simple Delivery (parent: shipping). Consistent with current eBay functionality.,2026-04-29,yes
site-preferences,existing_validated,B,,Active platform feature — Site Preferences (parent: account-settings). Consistent with current eBay functionality.,2026-04-29,yes
smartmarket-technology,existing_legacy_validated,A,,SmartMarket Technology — eBay's auction platform technology licensed 1996. Correctly marked legacy.,2026-04-29,yes
sms-alerts,existing_validated,B,,Active platform feature — SMS Alerts (parent: notifications). Consistent with current eBay functionality.,2026-04-29,yes
sms-notifications,existing_validated,B,,Active platform feature — SMS Notifications (parent: sms-alerts). Consistent with current eBay functionality.,2026-04-29,yes
sneaker-authentication,existing_validated,A,,AG Sneakers variant — live,2026-04-29,yes
sold-items-filter,existing_validated,B,,Active platform feature — Sold Items Filter (parent: search). Consistent with current eBay functionality.,2026-04-29,yes
sold-listings,existing_validated,B,,Active platform feature — Sold Listings (parent: seller-hub). Consistent with current eBay functionality.,2026-04-29,yes
sold-quantity-display,existing_validated,B,,Active platform feature — Sold Quantity Display (parent: listing). Consistent with current eBay functionality.,2026-04-29,yes
sort-by,existing_validated,B,,Active platform feature — Sort By (parent: search). Consistent with current eBay functionality.,2026-04-29,yes
sports-memorabilia,existing_validated,A,,Sports Memorabilia vertical — live,2026-04-29,yes
spotlight-deals,existing_validated,B,,Active platform feature — Spotlight Deals (parent: ebay-deals). Consistent with current eBay functionality.,2026-04-29,yes
spring-clearance,existing_validated,A,,Spring Clearance — seasonal,2026-04-29,yes
stamps,existing_validated,A,,Stamps vertical — live,2026-04-29,yes
starting-bid,existing_validated,B,,Active platform feature — Starting Bid (parent: auction-format). Consistent with current eBay functionality.,2026-04-29,yes
stock-quantity,existing_validated,B,,Active platform feature — Stock Quantity (parent: inventory). Consistent with current eBay functionality.,2026-04-29,yes
store-categories,existing_validated,B,,Active platform feature — Store Categories (parent: ebay-stores). Consistent with current eBay functionality.,2026-04-29,yes
store-email-campaigns,existing_validated,B,,Active platform feature — Store Email Campaigns (parent: ebay-stores). Consistent with current eBay functionality.,2026-04-29,yes
store-header,existing_validated,B,,Active platform feature — Store Header (parent: ebay-stores). Consistent with current eBay functionality.,2026-04-29,yes
store-newsletters,existing_validated,B,,Active platform feature — Store Newsletters (parent: ebay-stores). Consistent with current eBay functionality.,2026-04-29,yes
store-promotions-box,existing_validated,B,,Active platform feature — Store Promotions Box (parent: ebay-stores). Consistent with current eBay functionality.,2026-04-29,yes
store-tier-anchor,existing_validated,A,,eBay Stores Anchor tier — live,2026-04-29,yes
store-tier-basic,existing_validated,A,,eBay Stores Basic/Starter tier — live,2026-04-29,yes
store-tier-enterprise,existing_validated,A,,eBay Stores Enterprise tier — live,2026-04-29,yes
store-tier-enterprise-us,duplicate,B,merge with market: US or clarify,Duplicate of store-tier-enterprise (US-specific label),2026-04-29,yes
store-tier-featured,existing_validated,A,,eBay Stores Featured tier — live,2026-04-29,yes
store-tier-platin,existing_validated,A,,eBay Stores Platin tier (DE) — live,2026-04-29,yes
store-tier-platin-de,duplicate,B,merge into store-tier-platin with market: DE,Duplicate of store-tier-platin (DE-specific),2026-04-29,yes
store-tier-premium,existing_validated,A,,eBay Stores Premium tier — live,2026-04-29,yes
store-tier-premium-plus,existing_validated,A,,eBay Stores Premium Plus tier — live,2026-04-29,yes
store-tier-premium-plus-it,duplicate,B,merge into store-tier-premium-plus with market: IT,Duplicate of store-tier-premium-plus (IT-specific),2026-04-29,yes
store-tier-starter,existing_validated,A,,eBay Stores Starter tier — live,2026-04-29,yes
stores,existing_validated,A,,Stores taxonomy umbrella — structural node,2026-04-29,yes
subtitle,existing_validated,B,,Active platform feature — Subtitle (parent: listing). Consistent with current eBay functionality.,2026-04-29,yes
supersize-pictures,existing_legacy_validated,B,,Supersize Pictures — retired listing feature,2026-04-29,yes
support,existing_validated,A,,Structural hierarchy node — Support is valid taxonomy entry,2026-04-29,yes
sustainability,existing_validated,A,,Structural hierarchy node — Sustainability is valid taxonomy entry,2026-04-29,yes
tax,existing_validated,A,,Structural hierarchy node — Tax is valid taxonomy entry,2026-04-29,yes
tax-documents,existing_validated,B,,Active platform feature — Tax Documents (parent: payments). Consistent with current eBay functionality.,2026-04-29,yes
tcgplayer,existing_validated,A,,"TCGplayer — eBay subsidiary, live",2026-04-29,yes
tcgplayer-authentication-center,existing_validated,A,,TCGplayer Authentication Center — grading and verification service. Live within TCGplayer ecosystem.,2026-04-29,yes
tcgplayer-marketplace,existing_validated,A,,TCGplayer Marketplace — trading card marketplace platform. Live.,2026-04-29,yes
techstars-future-of-ecommerce,existing_validated,A,,Techstars Future of Ecommerce powered by eBay — accelerator program launched Sept 2023. Live.,2026-04-29,yes
template-builder,existing_validated,B,,Active platform feature — Template Builder (parent: listing-designer). Consistent with current eBay functionality.,2026-04-29,yes
terapeak,status_changed_renamed,A,update status: renamed; renamedTo: product-research,Terapeak name fully absent from live Seller Center; renamed to 'Product Research',2026-04-29,yes
terms-of-service,existing_validated,A,,Legal/policy document — Terms of Service maintained by eBay legal/compliance team,2026-04-29,yes
thermal-printer,existing_validated,B,,Active platform feature — Thermal Printer (parent: shipping). Consistent with current eBay functionality.,2026-04-29,yes
things-people-love,existing_validated,A,,Things.People.Love — creative platform and brand strategy launched 2024. Unified messaging framework with eBay Evo desig,2026-04-29,yes
third-party-providers,existing_validated,B,,Third-party providers taxonomy node — valid,2026-04-29,yes
time-away,existing_validated,B,,Active platform feature — Time Away (parent: seller-hub). Consistent with current eBay functionality.,2026-04-29,yes
time-left,existing_validated,B,,Active platform feature — Time Left (parent: buyer). Consistent with current eBay functionality.,2026-04-29,yes
tise,existing_validated,A,,Tise — Norway C2C secondhand fashion marketplace acquired Oct 2025. Live in NO and EU markets.,2026-04-29,yes
top-rated-filter,existing_validated,B,,Active platform feature — Top Rated Filter (parent: seller-performance-standards). Consistent with current eBay function,2026-04-29,yes
top-rated-plus,existing_validated,A,,T1 seller badge — live,2026-04-29,yes
top-rated-seller,existing_validated,A,,Top Rated Seller performance tier — live,2026-04-29,yes
track-package,existing_validated,B,,Active platform feature — Track Package (parent: shipping). Consistent with current eBay functionality.,2026-04-29,yes
tracking-number,existing_validated,B,,Active platform feature — Tracking Number (parent: shipping). Consistent with current eBay functionality.,2026-04-29,yes
trademark,existing_validated,A,,Legal/policy document — Trademark maintained by eBay legal/compliance team,2026-04-29,yes
trading-card-authentication,existing_validated,A,,AG Trading Cards variant — live,2026-04-29,yes
trading-card-hub,existing_validated,A,,Trading Card Hub — live,2026-04-29,yes
traffic-report,existing_validated,B,,Active platform feature — Traffic Report (parent: analytics). Consistent with current eBay functionality.,2026-04-29,yes
traffic-reports,existing_validated,B,,Active platform feature — Traffic Reports (parent: seller-hub). Consistent with current eBay functionality.,2026-04-29,yes
transaction-defect-rate,existing_validated,B,,Active platform feature — Transaction Defect Rate (parent: seller-performance-standards). Consistent with current eBay f,2026-04-29,yes
transaction-interference-policy,existing_validated,A,,Legal/policy document — Transaction Interference Policy maintained by eBay legal/compliance team,2026-04-29,yes
transaction-report,existing_validated,B,,Active platform feature — Transaction Report (parent: analytics). Consistent with current eBay functionality.,2026-04-29,yes
trust,existing_validated,A,,Structural hierarchy node — Trust is valid taxonomy entry,2026-04-29,yes
trust-safety,existing_validated,A,,Structural hierarchy node — Platform-Wide Trust & Safety is valid taxonomy entry,2026-04-29,yes
try-again,existing_validated,B,,Active platform feature — Try Again (parent: buyer). Consistent with current eBay functionality.,2026-04-29,yes
turbo-lister,existing_legacy_validated,B,,"Turbo Lister — legacy listing tool, discontinued",2026-04-29,yes
twice-acquisition,existing_legacy_validated,A,,Twice — clothing resale startup acquired July 2015. Integrated into Valet. Correctly marked legacy.,2026-04-29,yes
two-factor-authentication,existing_validated,B,,Active platform feature — Two-Factor Authentication (parent: account-security). Consistent with current eBay functionali,2026-04-29,yes
unique-visitors,existing_validated,B,,Active platform feature — Unique Visitors (parent: analytics). Consistent with current eBay functionality.,2026-04-29,yes
unpaid-item-assistant,existing_validated,B,,Active platform feature — Unpaid Item Assistant (parent: support). Consistent with current eBay functionality.,2026-04-29,yes
unpaid-item-case,existing_validated,B,,Active platform feature — Unpaid Item Case (parent: support). Consistent with current eBay functionality.,2026-04-29,yes
unread-messages,existing_validated,B,,Active platform feature — Unread Messages (parent: buyer). Consistent with current eBay functionality.,2026-04-29,yes
unsold-listings,existing_validated,B,,Active platform feature — Unsold Listings (parent: seller-hub). Consistent with current eBay functionality.,2026-04-29,yes
up4sale,existing_legacy_validated,A,,Up4Sale — trading site acquired 1998. Correctly marked legacy.,2026-04-29,yes
upload-tracking,existing_validated,B,,Active platform feature — Upload Tracking (parent: shipping). Consistent with current eBay functionality.,2026-04-29,yes
user-agreement,existing_validated,A,,Legal/policy document — User Agreement maintained by eBay legal/compliance team,2026-04-29,yes
valid-tracking-rate,existing_validated,B,,Active platform feature — Valid Tracking Rate (parent: seller-performance-standards). Consistent with current eBay funct,2026-04-29,yes
variation-photos,existing_validated,B,,Active platform feature — Variation Photos (parent: listing). Consistent with current eBay functionality.,2026-04-29,yes
variation-specifics,existing_validated,B,,Active platform feature — Variation Specifics (parent: listing). Consistent with current eBay functionality.,2026-04-29,yes
vat-collection,existing_validated,B,,Active platform feature — VAT Collection (parent: payments). Consistent with current eBay functionality.,2026-04-29,yes
vat-services-uk-eu,existing_validated,B,,Active platform feature — VAT Services (UK/EU) (parent: tax). Consistent with current eBay functionality.,2026-04-29,yes
vehicle-history-report,existing_validated,B,,Active platform feature — Vehicle History Report (parent: ebay-motors). Consistent with current eBay functionality.,2026-04-29,yes
vehicle-purchase-protection,existing_validated,A,,Vehicle Purchase Protection — live. Mis-parented: should be under ebay-motors not general trust.,2026-04-29,yes
venmo,existing_validated,B,,Active platform feature — Venmo (parent: payments). Consistent with current eBay functionality.,2026-04-29,yes
verified-purchase,existing_validated,B,,Active platform feature — Verified Purchase (parent: feedback). Consistent with current eBay functionality.,2026-04-29,yes
verify-account,existing_validated,B,,Active platform feature — Verify Account (parent: trust). Consistent with current eBay functionality.,2026-04-29,yes
verkaufer-cockpit-pro,existing_validated,A,,German Seller Hub Pro variant — live,2026-04-29,yes
vero-program,existing_validated,A,,VeRO IP protection program — live,2026-04-29,yes
verticals,existing_validated,A,,Structural hierarchy node — Verticals is valid taxonomy entry,2026-04-29,yes
very-good-refurbished,existing_validated,A,,Very Good refurbished tier — live,2026-04-29,yes
video-games,existing_validated,A,,Video Games vertical — live,2026-04-29,yes
view-count,existing_validated,B,,Active platform feature — View Count (parent: listing). Consistent with current eBay functionality.,2026-04-29,yes
view-item,existing_validated,B,,Active platform feature — View Item (parent: sellertools). Consistent with current eBay functionality.,2026-04-29,yes
view-item-page,existing_validated,B,,Active platform feature — View Item Page (parent: buyer). Consistent with current eBay functionality.,2026-04-29,yes
view-order,existing_validated,B,,Active platform feature — View Order (parent: buyer). Consistent with current eBay functionality.,2026-04-29,yes
views,existing_validated,B,,Active platform feature — Views (parent: page-views). Consistent with current eBay functionality.,2026-04-29,yes
vin-lookup,existing_validated,B,,Active platform feature — VIN Lookup (parent: ebay-motors). Consistent with current eBay functionality.,2026-04-29,yes
virtual-assistant,existing_validated,B,,Active platform feature — Virtual Assistant (parent: support). Consistent with current eBay functionality.,2026-04-29,yes
visitor-count,existing_validated,B,,Active platform feature — Visitor Count (parent: seller-hub). Consistent with current eBay functionality.,2026-04-29,yes
visits,existing_validated,B,,Active platform feature — Visits (parent: analytics). Consistent with current eBay functionality.,2026-04-29,yes
visual-editor,existing_validated,B,,Active platform feature — Visual Editor (parent: listing-designer). Consistent with current eBay functionality.,2026-04-29,yes
volume-pricing,existing_validated,A,,Seller discount feature — live in Seller Hub Discounts,2026-04-29,yes
wata-grading,existing_validated,B,,Active platform feature — WATA Grading (parent: collectibles). Consistent with current eBay functionality.,2026-04-29,yes
watch-authentication,existing_validated,A,,AG Watches variant — live,2026-04-29,yes
watch-count,existing_validated,B,,Active platform feature — Watch Count (parent: analytics). Consistent with current eBay functionality.,2026-04-29,yes
watch-list,existing_validated,B,,Active platform feature — Watch List (parent: buyer). Consistent with current eBay functionality.,2026-04-29,yes
watch-this-item,existing_validated,B,,Active platform feature — Watch This Item (parent: buyer). Consistent with current eBay functionality.,2026-04-29,yes
watchers,existing_validated,B,,Active platform feature — Watchers (parent: sellertools). Consistent with current eBay functionality.,2026-04-29,yes
watchers-count,existing_validated,B,,Active platform feature — Watchers Count (parent: listing). Consistent with current eBay functionality.,2026-04-29,yes
watching,existing_validated,B,,Active platform feature — Watching (parent: buyer). Consistent with current eBay functionality.,2026-04-29,yes
watchlist,existing_validated,A,,Core buyer feature — live,2026-04-29,yes
weekly-deals,existing_validated,B,,Active platform feature — Weekly Deals (parent: ebay-deals). Consistent with current eBay functionality.,2026-04-29,yes
weekly-payout,existing_validated,B,,Active platform feature — Weekly Payout (parent: payments). Consistent with current eBay functionality.,2026-04-29,yes
winning-bid,existing_validated,B,,Active platform feature — Winning Bid (parent: buyer). Consistent with current eBay functionality.,2026-04-29,yes
winning-notice,existing_validated,B,,Active platform feature — Winning Notice (parent: buyer). Consistent with current eBay functionality.,2026-04-29,yes
write-review,existing_validated,B,,Active platform feature — Write Review (parent: buyer). Consistent with current eBay functionality.,2026-04-29,yes
wysiwyg-editor,existing_validated,B,,Active platform feature — WYSIWYG Editor (parent: visual-editor). Consistent with current eBay functionality.,2026-04-29,yes
xcommerce,existing_legacy_validated,A,,X.commerce — unified eBay/PayPal/Magento developer ecosystem 2011-2013. Correctly marked legacy.,2026-04-29,yes
you-cant-fake-fashion-campaign,existing_legacy_validated,A,,YOU CAN'T FAKE FASHION Campaign — 2011 fashion authenticity campaign with CFDA. Correctly marked legacy.,2026-04-29,yes
zahlungsabwicklung-ebay,existing_validated,A,,German payments label — live,2026-04-29,yes
zong-mobile-payments,existing_legacy_validated,A,,Zong — mobile payments via carrier billing 2011. Correctly marked legacy.,2026-04-29,yes
